"","deploy_id","rw","rr","art","rotationRange","enoughRotation"
"161",331,0.719839988941134,0.734692013620936,FALSE,30.9305426157974,TRUE
"162",332,0.677728301544168,0.513995748646178,TRUE,240.334944293642,TRUE
"163",333,0.464584456634534,0.46363173610854,FALSE,13.3775559215388,FALSE
"164",334,0.783225550843599,0.782415922764524,FALSE,0.244,FALSE
"165",343,0.676503479495505,0.674231732870941,FALSE,65.920619376948,TRUE
"166",344,0.906065496550059,0.897631879677169,FALSE,107.669930917333,TRUE
"167",349,0.0266397094801486,0.0323625691070607,FALSE,87.8316140314169,TRUE
"168",351,0.0621109112896507,0.0834388865223306,FALSE,56.172100662644,TRUE
"169",352,0.364506609017313,0.635918298385209,FALSE,309.334220392306,TRUE
"170",353,0.174818413694616,0.186599182610424,FALSE,152.614262065131,TRUE
"171",355,0.653661752161777,0.689865436117168,FALSE,138.522572390783,TRUE
"172",356,0.815191710132731,0.701404929224896,TRUE,30.4617089058165,TRUE
"173",357,0.894409697472261,0.864454346791985,FALSE,67.5769136679787,TRUE
"174",358,0.719715372361023,0.829948350152123,FALSE,99.8004509081855,TRUE
"175",359,0.778586398661746,0.754812827883416,FALSE,63.0822971502571,TRUE
"176",360,0.155011729940801,0.17543382418619,FALSE,38.855206516017,TRUE
"177",361,0.427126384705259,0.41583899817951,FALSE,16.8403706143592,FALSE
"178",362,0.222011451802312,0.206580127327537,TRUE,47.0135559215388,TRUE
"179",363,0.615415611369097,0.661254263819994,FALSE,39.8652723391452,TRUE
