ROT,St,Net,MinZ,MaxZ,Family,Genus,Species,Pre,Post,Total\,
7,E,1,80,100,Gobiidae,Gobiidae A,Gobiidae A,0,2,2\,
7,E,3,40,60,Gobiidae,Gobiidae A,Gobiidae A,0,4,4\,
7,E,4,20,40,Gobiidae,Gobiidae A,Gobiidae A,0,115,115\,
7,E,5,0,20,Gobiidae,Gobiidae A,Gobiidae A,0,5,5\,
7,F,1,80,100,Gobiidae,Gobiidae A,Gobiidae A,0,2,2\,
7,F,2,60,80,Gobiidae,Gobiidae A,Gobiidae A,0,2,2\,
7,F,3,40,60,Gobiidae,Gobiidae A,Gobiidae A,0,12,12\,
7,F,4,20,40,Gobiidae,Gobiidae A,Gobiidae A,0,37,37\,
7,F,5,0,20,Gobiidae,Gobiidae A,Gobiidae A,0,1,1\,
7,G,1,80,100,Gobiidae,Gobiidae A,Gobiidae A,1,1,2\,
7,G,3,40,60,Gobiidae,Gobiidae A,Gobiidae A,0,2,2\,
7,G,4,20,40,Gobiidae,Gobiidae A,Gobiidae A,0,1,1\,
7,G,5,0,20,Gobiidae,Gobiidae A,Gobiidae A,0,1,1\,
7,H,3,40,60,Gobiidae,Gobiidae A,Gobiidae A,0,1,1\,
7,H,5,0,20,Gobiidae,Gobiidae A,Gobiidae A,0,2,2\,
7,I,1,80,100,Gobiidae,Gobiidae A,Gobiidae A,0,1,1\,
7,I,3,40,60,Gobiidae,Gobiidae A,Gobiidae A,0,19,19\,
7,I,4,20,40,Gobiidae,Gobiidae A,Gobiidae A,0,36,36\,
7,I,5,0,20,Gobiidae,Gobiidae A,Gobiidae A,0,1,1\,
7,J,4,20,40,Gobiidae,Gobiidae A,Gobiidae A,0,5,5\,
7,K,2,60,80,Gobiidae,Gobiidae A,Gobiidae A,0,1,1\,
7,K,3,40,60,Gobiidae,Gobiidae A,Gobiidae A,0,2,2\,
7,L,1,80,100,Gobiidae,Gobiidae A,Gobiidae A,0,1,1\,
7,L,2,60,80,Gobiidae,Gobiidae A,Gobiidae A,0,1,1\,
7,L,3,40,60,Gobiidae,Gobiidae A,Gobiidae A,0,1,1\,
7,L,4,20,40,Gobiidae,Gobiidae A,Gobiidae A,0,16,16\,
7,M,3,40,60,Gobiidae,Gobiidae A,Gobiidae A,0,2,2\,
7,M,4,20,40,Gobiidae,Gobiidae A,Gobiidae A,0,1,1\,
7,O,2,60,80,Gobiidae,Gobiidae A,Gobiidae A,0,1,1\,
7,O,4,20,40,Gobiidae,Gobiidae A,Gobiidae A,0,3,3\,
7,T,1,80,100,Gobiidae,Gobiidae A,Gobiidae A,0,1,1\,
8,A,1,80,100,Gobiidae,Gobiidae A,Gobiidae A,0,2,2\,
1,D,5,0,20,Gobiidae,Gobiidae A,Gobiidae A,0,4,4\,
1,M,1,0,20,Gobiidae,Gobiidae A,Gobiidae A,0,1,1\,
2,M,3,40,60,Gobiidae,Gobiidae A,Gobiidae A,0,3,3\,
3,R,3,40,60,Gobiidae,Gobiidae A,Gobiidae A,0,1,1\,
5,K,5,0,20,Gobiidae,Gobiidae A1/A2,Gobiidae A1/A2,0,38,38\,
2,L,3,40,60,Gobiidae,Gobiidae A1/C3,Gobiidae A1/C3,0,28,28\,
1,D,4,20,40,Gobiidae,Gobiidae A11,Gobiidae A11,1,23,24\,
1,D,5,0,20,Gobiidae,Gobiidae A11,Gobiidae A11,0,6,6\,
1,E,2,60,80,Gobiidae,Gobiidae A11,Gobiidae A11,0,1,1\,
1,F,3,40,60,Gobiidae,Gobiidae A11,Gobiidae A11,0,6,6\,
1,G,4,20,40,Gobiidae,Gobiidae A11,Gobiidae A11,4,6,10\,
1,L,4,20,40,Gobiidae,Gobiidae A11,Gobiidae A11,0,2,2\,
1,M,4,20,40,Gobiidae,Gobiidae A11,Gobiidae A11,0,5,5\,
1,O,3,40,60,Gobiidae,Gobiidae A11,Gobiidae A11,1,0,1\,
1,O,4,20,40,Gobiidae,Gobiidae A11,Gobiidae A11,0,1,1\,
1,Q,45,0,40,Gobiidae,Gobiidae A11,Gobiidae A11,0,3,3\,
1,R,4,20,40,Gobiidae,Gobiidae A11,Gobiidae A11,0,6,6\,
1,S,4,20,40,Gobiidae,Gobiidae A11,Gobiidae A11,0,2,2\,
1,T,4,20,40,Gobiidae,Gobiidae A11,Gobiidae A11,0,1,1\,
2,A,4,20,40,Gobiidae,Gobiidae A11,Gobiidae A11,2,4,6\,
2,C,4,20,40,Gobiidae,Gobiidae A11,Gobiidae A11,0,42,42\,
2,C,5,0,20,Gobiidae,Gobiidae A11,Gobiidae A11,0,6,6\,
2,D,3,40,60,Gobiidae,Gobiidae A11,Gobiidae A11,0,5,5\,
2,D,4,20,40,Gobiidae,Gobiidae A11,Gobiidae A11,0,23,23\,
2,E,4,20,40,Gobiidae,Gobiidae A11,Gobiidae A11,0,10,10\,
2,E,5,0,20,Gobiidae,Gobiidae A11,Gobiidae A11,0,25,25\,
2,G,4,20,40,Gobiidae,Gobiidae A11,Gobiidae A11,0,13,13\,
2,H,5,0,20,Gobiidae,Gobiidae A11,Gobiidae A11,0,64,64\,
2,I,2,60,80,Gobiidae,Gobiidae A11,Gobiidae A11,0,4,4\,
2,L,1,80,100,Gobiidae,Gobiidae A11,Gobiidae A11,0,2,2\,
2,L,4,20,40,Gobiidae,Gobiidae A11,Gobiidae A11,1,7,8\,
2,M,5,0,20,Gobiidae,Gobiidae A11,Gobiidae A11,0,26,26\,
3,C,4,20,40,Gobiidae,Gobiidae A11,Gobiidae A11,0,5,5\,
1,D,3,40,60,Gobiidae,Gobiidae A11,Gobiidae A12,0,1,1\,
1,D,5,0,20,Gobiidae,Gobiidae A12,Gobiidae A12,0,1,1\,
1,J,2,60,80,Gobiidae,Gobiidae A12,Gobiidae A12,0,8,8\,
1,A,2,60,80,Gobiidae,Gobiidae A2,Gobiidae A2,0,2,2\,
1,A,5,0,20,Gobiidae,Gobiidae A2,Gobiidae A2,0,1,1\,
1,C,1,80,100,Gobiidae,Gobiidae A2,Gobiidae A2,0,1,1\,
1,F,1,80,100,Gobiidae,Gobiidae A2,Gobiidae A2,0,1,1\,
1,F,3,40,60,Gobiidae,Gobiidae A2,Gobiidae A2,0,2,2\,
1,G,5,0,20,Gobiidae,Gobiidae A2,Gobiidae A2,0,1,1\,
1,L,3,40,60,Gobiidae,Gobiidae A2,Gobiidae A2,0,1,1\,
1,M,2,60,80,Gobiidae,Gobiidae A2,Gobiidae A2,0,1,1\,
1,M,3,40,60,Gobiidae,Gobiidae A2,Gobiidae A2,0,1,1\,
1,S,1,80,100,Gobiidae,Gobiidae A2,Gobiidae A2,0,1,1\,
1,U,2,60,80,Gobiidae,Gobiidae A2,Gobiidae A2,0,2,2\,
2,C,4,20,40,Gobiidae,Gobiidae A2,Gobiidae A2,0,6,6\,
2,F,4,20,40,Gobiidae,Gobiidae A2,Gobiidae A2,0,6,6\,
2,H,4,20,40,Gobiidae,Gobiidae A2,Gobiidae A2,0,1,1\,
2,O,2,60,80,Gobiidae,Gobiidae A2,Gobiidae A2,0,1,1\,
2,O,5,0,20,Gobiidae,Gobiidae A2,Gobiidae A2,0,1,1\,
2,Q,3,40,60,Gobiidae,Gobiidae A2,Gobiidae A2,0,1,1\,
2,R,1,80,100,Gobiidae,Gobiidae A2,Gobiidae A2,0,1,1\,
2,R,3,40,60,Gobiidae,Gobiidae A2,Gobiidae A2,0,1,1\,
3,F,2,60,80,Gobiidae,Gobiidae A2,Gobiidae A2,0,1,1\,
3,G,1,80,100,Gobiidae,Gobiidae A2,Gobiidae A2,0,2,2\,
3,J,5,0,20,Gobiidae,Gobiidae A2,Gobiidae A2,0,3,3\,
3,M,3,40,60,Gobiidae,Gobiidae A2,Gobiidae A2,0,1,1\,
4,F,3,40,60,Gobiidae,Gobiidae A2,Gobiidae A2,0,1,1\,
4,G,5,0,20,Gobiidae,Gobiidae A2,Gobiidae A2,0,1,1\,
4,I,3,40,60,Gobiidae,Gobiidae A2,Gobiidae A2,0,2,2\,
5,E,4,20,40,Gobiidae,Gobiidae A2,Gobiidae A2,0,1,1\,
1,G,2,60,80,Gobiidae,Gobiidae A21,Gobiidae A21,0,1,1\,
2,A,2,60,80,Gobiidae,Gobiidae A21,Gobiidae A21,0,4,4\,
2,D,3,40,60,Gobiidae,Gobiidae A21,Gobiidae A21,0,5,5\,
2,E,3,40,60,Gobiidae,Gobiidae A21,Gobiidae A21,0,3,3\,
2,E,4,20,40,Gobiidae,Gobiidae A21,Gobiidae A21,0,5,5\,
2,E,5,0,20,Gobiidae,Gobiidae A21,Gobiidae A21,0,1,1\,
2,G,4,20,40,Gobiidae,Gobiidae A21,Gobiidae A21,0,2,2\,
2,G,5,0,20,Gobiidae,Gobiidae A21,Gobiidae A21,0,1,1\,
2,H,5,0,20,Gobiidae,Gobiidae A21,Gobiidae A21,0,2,2\,
2,U,3,40,60,Gobiidae,Gobiidae A21,Gobiidae A21,0,1,1\,
2,X,4,20,40,Gobiidae,Gobiidae A21,Gobiidae A21,0,4,4\,
3,E,4,20,40,Gobiidae,Gobiidae A21,Gobiidae A21,0,1,1\,
3,H,1,80,100,Gobiidae,Gobiidae A21,Gobiidae A21,0,4,4\,
3,H,4,20,40,Gobiidae,Gobiidae A21,Gobiidae A21,0,7,7\,
3,I,3,40,60,Gobiidae,Gobiidae A21,Gobiidae A21,0,7,7\,
3,I,4,20,40,Gobiidae,Gobiidae A21,Gobiidae A21,0,6,6\,
3,J,1,80,100,Gobiidae,Gobiidae A21,Gobiidae A21,0,1,1\,
3,J,4,20,40,Gobiidae,Gobiidae A21,Gobiidae A21,0,8,8\,
3,L,4,20,40,Gobiidae,Gobiidae A21,Gobiidae A21,0,3,3\,
3,Q,5,0,20,Gobiidae,Gobiidae A21,Gobiidae A21,0,1,1\,
1,C,1,80,100,Gobiidae,Gobiidae A3,Gobiidae A3,0,2,2\,
1,C,2345,0,80,Gobiidae,Gobiidae A3,Gobiidae A3,1,72,73\,
1,D,1,80,100,Gobiidae,Gobiidae A3,Gobiidae A3,0,1,1\,
1,D,4,20,40,Gobiidae,Gobiidae A3,Gobiidae A3,0,2,2\,
1,G,3,40,60,Gobiidae,Gobiidae A3,Gobiidae A3,0,2,2\,
2,M,4,20,40,Gobiidae,Gobiidae A3,Gobiidae A3,0,1,1\,
2,O,5,0,20,Gobiidae,Gobiidae A3,Gobiidae A3,0,1,1\,
2,V,4,20,40,Gobiidae,Gobiidae A3,Gobiidae A3,0,1,1\,
3,D,4,20,40,Gobiidae,Gobiidae A3,Gobiidae A3,0,2,2\,
3,E,2,60,80,Gobiidae,Gobiidae A3,Gobiidae A3,0,1,1\,
3,G,2,60,80,Gobiidae,Gobiidae A3,Gobiidae A3,0,2,2\,
3,L,1,80,100,Gobiidae,Gobiidae A3,Gobiidae A3,0,1,1\,
4,F,3,40,60,Gobiidae,Gobiidae A3,Gobiidae A3,0,1,1\,
4,F,5,0,20,Gobiidae,Gobiidae A3,Gobiidae A3,0,1,1\,
1,B,45,0,40,Gobiidae,Gobiidae A4,Gobiidae A4,0,1,1\,
1,D,2,60,80,Gobiidae,Gobiidae A4,Gobiidae A4,0,1,1\,
2,O,2,60,80,Gobiidae,Gobiidae A51,Gobiidae A51,1,0,1\,
4,F,3,40,60,Gobiidae,Gobiidae B,Gobidae B,2,0,2\,
4,G,4,20,40,Gobiidae,Gobiidae B,Gobidae B,5,0,5\,
1,A,2,60,80,Gobiidae,Gobiidae B,Gobiidae B,0,1,1\,
1,A,4,20,40,Gobiidae,Gobiidae B,Gobiidae B,1,0,1\,
1,A,5,0,20,Gobiidae,Gobiidae B,Gobiidae B,4,2,6\,
1,D,5,0,20,Gobiidae,Gobiidae B,Gobiidae B,0,1,1\,
1,T,3,40,60,Gobiidae,Gobiidae B,Gobiidae B,1,1,2\,
2,A,5,0,20,Gobiidae,Gobiidae B,Gobiidae B,0,1,1\,
2,F,4,20,40,Gobiidae,Gobiidae B,Gobiidae B,0,1,1\,
2,H,4,20,40,Gobiidae,Gobiidae B,Gobiidae B,0,3,3\,
2,I,3,40,60,Gobiidae,Gobiidae B,Gobiidae B,0,1,1\,
2,I,4,20,40,Gobiidae,Gobiidae B,Gobiidae B,1,3,4\,
2,P,4,20,40,Gobiidae,Gobiidae B,Gobiidae B,2,0,2\,
2,Q,5,0,20,Gobiidae,Gobiidae B,Gobiidae B,0,4,4\,
4,G,5,0,20,Gobiidae,Gobiidae B,Gobiidae B,1,0,1\,
5,E,4,20,40,Gobiidae,Gobiidae B,Gobiidae B,2,3,5\,
5,G,2,60,80,Gobiidae,Gobiidae B,Gobiidae B,0,1,1\,
5,H,5,0,20,Gobiidae,Gobiidae B,Gobiidae B,1,0,1\,
5,I,5,0,20,Gobiidae,Gobiidae B,Gobiidae B,6,0,6\,
5,K,4,20,40,Gobiidae,Gobiidae B,Gobiidae B,0,4,4\,
5,L,2,60,80,Gobiidae,Gobiidae B,Gobiidae B,1,0,1\,
5,M,3,40,60,Gobiidae,Gobiidae B,Gobiidae B,2,1,3\,
5,M,4,20,40,Gobiidae,Gobiidae B,Gobiidae B,14,4,18\,
5,O,5,0,20,Gobiidae,Gobiidae B,Gobiidae B,1,3,4\,
5,P,2,60,80,Gobiidae,Gobiidae B,Gobiidae B,1,0,1\,
5,P,3,40,60,Gobiidae,Gobiidae B,Gobiidae B,2,0,2\,
5,P,5,0,20,Gobiidae,Gobiidae B,Gobiidae B,4,0,4\,
5,Q,5,0,20,Gobiidae,Gobiidae B,Gobiidae B,0,2,2\,
5,R,1,80,100,Gobiidae,Gobiidae B,Gobiidae B,1,0,1\,
5,R,3,40,60,Gobiidae,Gobiidae B,Gobiidae B,1,1,2\,
5,R,4,20,40,Gobiidae,Gobiidae B,Gobiidae B,1,0,1\,
5,R,5,0,20,Gobiidae,Gobiidae B,Gobiidae B,2,1,3\,
5,S,5,0,20,Gobiidae,Gobiidae B,Gobiidae B,4,2,6\,
5,U,4,20,40,Gobiidae,Gobiidae B,Gobiidae B,1,0,1\,
5,U,5,0,20,Gobiidae,Gobiidae B,Gobiidae B,0,1,1\,
5,V,3,40,60,Gobiidae,Gobiidae B,Gobiidae B,0,1,1\,
5,V,4,20,40,Gobiidae,Gobiidae B,Gobiidae B,0,1,1\,
5,W,3,40,60,Gobiidae,Gobiidae B,Gobiidae B,0,2,2\,
5,W,4,20,40,Gobiidae,Gobiidae B,Gobiidae B,0,1,1\,
6,C,4,20,40,Gobiidae,Gobiidae B,Gobiidae B,0,7,7\,
6,C,5,0,20,Gobiidae,Gobiidae B,Gobiidae B,1,2,3\,
6,D,3,40,60,Gobiidae,Gobiidae B,Gobiidae B,0,1,1\,
6,D,4,20,40,Gobiidae,Gobiidae B,Gobiidae B,4,2,6\,
6,D,5,0,20,Gobiidae,Gobiidae B,Gobiidae B,1,0,1\,
6,E,4,20,40,Gobiidae,Gobiidae B,Gobiidae B,0,2,2\,
6,E,5,0,20,Gobiidae,Gobiidae B,Gobiidae B,0,1,1\,
6,F,4,20,40,Gobiidae,Gobiidae B,Gobiidae B,2,0,2\,
6,G,1,80,100,Gobiidae,Gobiidae B,Gobiidae B,0,1,1\,
6,G,4,20,40,Gobiidae,Gobiidae B,Gobiidae B,0,1,1\,
6,J,4,20,40,Gobiidae,Gobiidae B,Gobiidae B,0,3,3\,
6,J,5,0,20,Gobiidae,Gobiidae B,Gobiidae B,1,0,1\,
6,K,4,20,40,Gobiidae,Gobiidae B,Gobiidae B,4,2,6\,
6,K,5,0,20,Gobiidae,Gobiidae B,Gobiidae B,10,1,11\,
6,L,5,0,20,Gobiidae,Gobiidae B,Gobiidae B,5,0,5\,
6,M,1,80,100,Gobiidae,Gobiidae B,Gobiidae B,0,1,1\,
6,M,3,40,60,Gobiidae,Gobiidae B,Gobiidae B,0,1,1\,
6,M,4,20,40,Gobiidae,Gobiidae B,Gobiidae B,6,5,11\,
6,M,5,0,20,Gobiidae,Gobiidae B,Gobiidae B,2,4,6\,
6,O,4,20,40,Gobiidae,Gobiidae B,Gobiidae B,3,1,4\,
6,O,5,0,20,Gobiidae,Gobiidae B,Gobiidae B,1,1,2\,
6,P,4,20,40,Gobiidae,Gobiidae B,Gobiidae B,1,2,3\,
6,P,5,0,20,Gobiidae,Gobiidae B,Gobiidae B,3,4,7\,
6,R,1,80,100,Gobiidae,Gobiidae B,Gobiidae B,1,0,1\,
6,S,3,40,60,Gobiidae,Gobiidae B,Gobiidae B,0,1,1\,
6,S,4,20,40,Gobiidae,Gobiidae B,Gobiidae B,1,1,2\,
6,V,4,20,40,Gobiidae,Gobiidae B,Gobiidae B,1,3,4\,
7,A,1,80,100,Gobiidae,Gobiidae B,Gobiidae B,1,0,1\,
7,A,3,40,60,Gobiidae,Gobiidae B,Gobiidae B,3,0,3\,
7,A,4,20,40,Gobiidae,Gobiidae B,Gobiidae B,6,1,7\,
7,A,5,0,20,Gobiidae,Gobiidae B,Gobiidae B,1,0,1\,
7,C,2,60,80,Gobiidae,Gobiidae B,Gobiidae B,6,0,6\,
7,C,3,40,60,Gobiidae,Gobiidae B,Gobiidae B,3,1,4\,
7,D,3,40,60,Gobiidae,Gobiidae B,Gobiidae B,4,0,4\,
7,D,5,0,20,Gobiidae,Gobiidae B,Gobiidae B,1,0,1\,
7,E,1,80,100,Gobiidae,Gobiidae B,Gobiidae B,0,1,1\,
7,E,4,20,40,Gobiidae,Gobiidae B,Gobiidae B,2,0,2\,
7,F,1,80,100,Gobiidae,Gobiidae B,Gobiidae B,0,1,1\,
7,F,3,40,60,Gobiidae,Gobiidae B,Gobiidae B,1,1,2\,
7,F,4,20,40,Gobiidae,Gobiidae B,Gobiidae B,2,1,3\,
7,G,1,80,100,Gobiidae,Gobiidae B,Gobiidae B,0,7,7\,
7,G,3,40,60,Gobiidae,Gobiidae B,Gobiidae B,2,0,2\,
7,G,4,20,40,Gobiidae,Gobiidae B,Gobiidae B,1,1,2\,
7,G,5,0,20,Gobiidae,Gobiidae B,Gobiidae B,2,1,3\,
7,H,4,20,40,Gobiidae,Gobiidae B,Gobiidae B,1,0,1\,
7,I,4,20,40,Gobiidae,Gobiidae B,Gobiidae B,1,0,1\,
7,J,4,20,40,Gobiidae,Gobiidae B,Gobiidae B,0,1,1\,
7,J,5,0,20,Gobiidae,Gobiidae B,Gobiidae B,4,0,4\,
7,L,4,20,40,Gobiidae,Gobiidae B,Gobiidae B,2,2,4\,
7,M,3,40,60,Gobiidae,Gobiidae B,Gobiidae B,1,0,1\,
7,M,4,20,40,Gobiidae,Gobiidae B,Gobiidae B,2,0,2\,
7,P,5,0,20,Gobiidae,Gobiidae B,Gobiidae B,2,0,2\,
7,R,3,40,60,Gobiidae,Gobiidae B,Gobiidae B,1,0,1\,
7,R,4,20,40,Gobiidae,Gobiidae B,Gobiidae B,1,2,3\,
7,S,3,40,60,Gobiidae,Gobiidae B,Gobiidae B,0,1,1\,
7,S,5,0,20,Gobiidae,Gobiidae B,Gobiidae B,2,0,2\,
7,T,4,20,40,Gobiidae,Gobiidae B,Gobiidae B,1,0,1\,
7,U,2,60,80,Gobiidae,Gobiidae B,Gobiidae B,0,1,1\,
7,V,4,20,40,Gobiidae,Gobiidae B,Gobiidae B,1,0,1\,
7,W,4,20,40,Gobiidae,Gobiidae B,Gobiidae B,1,0,1\,
8,A,3,40,60,Gobiidae,Gobiidae B,Gobiidae B,1,0,1\,
8,A,4,20,40,Gobiidae,Gobiidae B,Gobiidae B,3,0,3\,
8,D,1,80,100,Gobiidae,Gobiidae B,Gobiidae B,0,1,1\,
8,D,2,60,80,Gobiidae,Gobiidae B,Gobiidae B,1,2,3\,
8,D,3,40,60,Gobiidae,Gobiidae B,Gobiidae B,5,2,7\,
8,D,4,20,40,Gobiidae,Gobiidae B,Gobiidae B,3,0,3\,
8,D,5,0,20,Gobiidae,Gobiidae B,Gobiidae B,4,0,4\,
8,F,3,40,60,Gobiidae,Gobiidae B,Gobiidae B,1,0,1\,
8,F,4,20,40,Gobiidae,Gobiidae B,Gobiidae B,9,2,11\,
8,G,3,40,60,Gobiidae,Gobiidae B,Gobiidae B,1,1,2\,
8,G,4,20,40,Gobiidae,Gobiidae B,Gobiidae B,7,1,8\,
8,G,5,0,20,Gobiidae,Gobiidae B,Gobiidae B,6,1,7\,
8,H,5,0,20,Gobiidae,Gobiidae B,Gobiidae B,1,0,1\,
8,I,5,0,20,Gobiidae,Gobiidae B,Gobiidae B,4,0,4\,
8,J,3,40,60,Gobiidae,Gobiidae B,Gobiidae B,0,1,1\,
8,O,2,60,80,Gobiidae,Gobiidae B,Gobiidae B,0,1,1\,
8,P,4,20,40,Gobiidae,Gobiidae B,Gobiidae B,1,0,1\,
8,Q,5,0,20,Gobiidae,Gobiidae B,Gobiidae B,5,0,5\,
8,R,1,80,100,Gobiidae,Gobiidae B,Gobiidae B,2,3,5\,
8,R,4,20,40,Gobiidae,Gobiidae B,Gobiidae B,3,0,3\,
8,R,5,0,20,Gobiidae,Gobiidae B,Gobiidae B,2,0,2\,
8,W,4,20,40,Gobiidae,Gobiidae B,Gobiidae B,1,0,1\,
8,W,5,0,20,Gobiidae,Gobiidae B,Gobiidae B,6,1,7\,
8,X,4,20,40,Gobiidae,Gobiidae B,Gobiidae B,1,1,2\,
1,C,3,40,60,Gobiidae,Gobiidae B,Gobiidae B,0,3,3\,
1,E,5,0,20,Gobiidae,Gobiidae B,Gobiidae B,0,1,1\,
2,F,4,20,40,Gobiidae,Gobiidae B,Gobiidae B,1,0,1\,
2,L,4,20,40,Gobiidae,Gobiidae B,Gobiidae B,0,1,1\,
3,A,2,60,80,Gobiidae,Gobiidae B,Gobiidae B,0,1,1\,
3,A,3,40,60,Gobiidae,Gobiidae B,Gobiidae B,0,1,1\,
3,C,1,80,100,Gobiidae,Gobiidae B,Gobiidae B,0,2,2\,
3,C,5,0,20,Gobiidae,Gobiidae B,Gobiidae B,0,1,1\,
3,D,3,40,60,Gobiidae,Gobiidae B,Gobiidae B,2,0,2\,
3,D,4,20,40,Gobiidae,Gobiidae B,Gobiidae B,2,2,4\,
3,E,4,20,40,Gobiidae,Gobiidae B,Gobiidae B,2,2,4\,
3,E,5,0,20,Gobiidae,Gobiidae B,Gobiidae B,1,2,3\,
3,F,4,20,40,Gobiidae,Gobiidae B,Gobiidae B,3,0,3\,
3,F,5,0,20,Gobiidae,Gobiidae B,Gobiidae B,2,0,2\,
3,G,3,40,60,Gobiidae,Gobiidae B,Gobiidae B,0,1,1\,
3,G,5,0,20,Gobiidae,Gobiidae B,Gobiidae B,7,0,7\,
3,H,3,40,60,Gobiidae,Gobiidae B,Gobiidae B,1,0,1\,
3,H,4,20,40,Gobiidae,Gobiidae B,Gobiidae B,1,0,1\,
3,H,5,0,20,Gobiidae,Gobiidae B,Gobiidae B,6,1,7\,
3,I,5,0,20,Gobiidae,Gobiidae B,Gobiidae B,2,0,2\,
3,J,4,20,40,Gobiidae,Gobiidae B,Gobiidae B,0,1,1\,
3,J,5,0,20,Gobiidae,Gobiidae B,Gobiidae B,0,1,1\,
3,J,5,0,20,Gobiidae,Gobiidae B,Gobiidae B,1,0,1\,
3,L,5,0,20,Gobiidae,Gobiidae B,Gobiidae B,0,1,1\,
3,M,5,0,20,Gobiidae,Gobiidae B,Gobiidae B,3,0,3\,
3,O,4,20,40,Gobiidae,Gobiidae B,Gobiidae B,10,0,10\,
3,O,5,0,20,Gobiidae,Gobiidae B,Gobiidae B,13,0,13\,
3,P,1,80,100,Gobiidae,Gobiidae B,Gobiidae B,1,1,2\,
3,P,2,60,80,Gobiidae,Gobiidae B,Gobiidae B,0,1,1\,
3,Q,3,40,60,Gobiidae,Gobiidae B,Gobiidae B,0,1,1\,
3,Q,4,20,40,Gobiidae,Gobiidae B,Gobiidae B,0,2,2\,
3,R,5,0,20,Gobiidae,Gobiidae B,Gobiidae B,4,0,4\,
3,S,5,0,20,Gobiidae,Gobiidae B,Gobiidae B,2,0,2\,
3,T,5,0,20,Gobiidae,Gobiidae B,Gobiidae B,1,0,1\,
4,C,5,0,20,Gobiidae,Gobiidae B,Gobiidae B,4,0,4\,
4,D,1,80,100,Gobiidae,Gobiidae B,Gobiidae B,1,0,1\,
4,D,2,60,80,Gobiidae,Gobiidae B,Gobiidae B,1,0,1\,
4,D,3,40,60,Gobiidae,Gobiidae B,Gobiidae B,0,1,1\,
4,D,5,0,20,Gobiidae,Gobiidae B,Gobiidae B,1,0,1\,
4,E,5,0,20,Gobiidae,Gobiidae B,Gobiidae B,1,0,1\,
4,F,5,0,20,Gobiidae,Gobiidae B,Gobiidae B,2,0,2\,
4,G,5,0,20,Gobiidae,Gobiidae B,Gobiidae B,1,1,2\,
4,H,5,0,20,Gobiidae,Gobiidae B,Gobiidae B,1,0,1\,
4,M,2,60,80,Gobiidae,Gobiidae B,Gobiidae B,1,0,1\,
4,M,3,40,60,Gobiidae,Gobiidae B,Gobiidae B,8,2,10\,
4,O,1,80,100,Gobiidae,Gobiidae B,Gobiidae B,2,0,2\,
4,O,2,60,80,Gobiidae,Gobiidae B,Gobiidae B,1,0,1\,
4,P,1,80,100,Gobiidae,Gobiidae B,Gobiidae B,1,0,1\,
4,P,4,20,40,Gobiidae,Gobiidae B,Gobiidae B,1,0,1\,
4,P,5,0,20,Gobiidae,Gobiidae B,Gobiidae B,2,0,2\,
4,Q,3,40,60,Gobiidae,Gobiidae B,Gobiidae B,1,0,1\,
4,Q,4,20,40,Gobiidae,Gobiidae B,Gobiidae B,5,1,6\,
4,Q,5,0,20,Gobiidae,Gobiidae B,Gobiidae B,11,1,12\,
4,R,4,20,40,Gobiidae,Gobiidae B,Gobiidae B,8,0,8\,
4,R,5,0,20,Gobiidae,Gobiidae B,Gobiidae B,9,1,10\,
4,S,3,40,60,Gobiidae,Gobiidae B,Gobiidae B,2,0,2\,
4,S,4,20,40,Gobiidae,Gobiidae B,Gobiidae B,1,0,1\,
4,S,5,0,20,Gobiidae,Gobiidae B,Gobiidae B,4,0,4\,
4,T,1,80,100,Gobiidae,Gobiidae B,Gobiidae B,1,0,1\,
4,W,3,40,60,Gobiidae,Gobiidae B,Gobiidae B,1,1,2\,
4,X,3,40,60,Gobiidae,Gobiidae B,Gobiidae B,5,0,5\,
4,X,4,20,40,Gobiidae,Gobiidae B,Gobiidae B,2,0,2\,
4,X,5,0,20,Gobiidae,Gobiidae B,Gobiidae B,1,0,1\,
5,A,2,60,80,Gobiidae,Gobiidae B,Gobiidae B,1,2,3\,
5,A,4,20,40,Gobiidae,Gobiidae B,Gobiidae B,10,0,10\,
5,C,1,80,100,Gobiidae,Gobiidae B,Gobiidae B,3,3,6\,
5,C,4,20,40,Gobiidae,Gobiidae B,Gobiidae B,25,0,25\,
5,C,5,0,20,Gobiidae,Gobiidae B,Gobiidae B,9,1,10\,
5,D,4,20,40,Gobiidae,Gobiidae B,Gobiidae B,13,7,20\,
5,D,5,0,20,Gobiidae,Gobiidae B,Gobiidae B,2,0,2\,
5,E,1,80,100,Gobiidae,Gobiidae B,Gobiidae B,1,0,1\,
5,E,4,20,40,Gobiidae,Gobiidae B,Gobiidae B,2,1,3\,
5,E,5,0,20,Gobiidae,Gobiidae B,Gobiidae B,0,1,1\,
5,F,5,0,20,Gobiidae,Gobiidae B,Gobiidae B,1,1,2\,
5,L,5,0,40,Gobiidae,Gobiidae B,Gobiidae B,4,0,4\,
5,M,1,80,100,Gobiidae,Gobiidae B,Gobiidae B,0,1,1\,
5,M,3,40,60,Gobiidae,Gobiidae B,Gobiidae B,4,1,5\,
5,M,4,20,40,Gobiidae,Gobiidae B,Gobiidae B,2,2,4\,
5,M,5,0,20,Gobiidae,Gobiidae B,Gobiidae B,1,0,1\,
5,O,3,40,60,Gobiidae,Gobiidae B,Gobiidae B,1,0,1\,
